"","tweet_id","sentiment","author","content"
"3544",1958071153,"love","reyniiita","baby alex i miss you  ily&lt;3 good night&lt;/3"
"3548",1958071845,"sadness","LavSiren","@_supernatural_ http://twitpic.com/6695k - hhaha, now i wanna cry too"
"3552",1958073174,"boredom","Nathalie95","why im not sleeping  !!"
"3556",1958073734,"worry","lavenderella","I dreamt someone committed suicide w a drip stand!  - http://tweet.sg"
"3560",1958074577,"fun","slam87","I'm not looking forward to working over the next 8 days! Come next Sunday, I may or may not be dead"
"3564",1958075261,"surprise","_L_H_","why am i up so early"
"3568",1958075577,"neutral","IsaMilano","@LittlestarRed SIGH  How are you?"
"3572",1958076301,"neutral","jonhmpk83","#liesboystell buzy this week"
"3576",1958076737,"neutral","itsblurr","@quwanaisnotmynm davey is"
"3580",1958079581,"worry","jordandiana1","exams are the worst mahn!! 2 to go"
"3584",1958080808,"neutral","ezieziezi","cannot relaxing because she have to practice for her graduation"
"3588",1958081810,"neutral","babyexpat","@ubudroi I *know*. It just took us that long to get around to it! Yes they do takeaway *and*seafood delivery. Forgot to get a menu"
"3592",1958082388,"neutral","ColuDave","Half term is almost over"
"3596",1958083092,"enthusiasm","misstlc_vicky","@herojaejoong Feel hungry now   Cook for me pleaseYour food it's my energy to work~"
"3600",1958083743,"fun","Infantry11bdub","@sweetkisses277 Yup, 1987 lol. SWEET YEAR  haha"
"3604",1958085882,"surprise","DelBoy822","Just got refused a bottle of morgan's in tesco despite saying helen could verify my age...  shocking... Just left all the shopping! X"
"3608",1958086605,"neutral","chloeconnellyx","home not well hate not workin"
"3612",1958087850,"worry","mrsevilgenius","Good morning tweeps. Busy this a.m. but not in a working way"
"3616",1958087984,"hate","abbysaga","Aww.. I lost 3 followers.  FOLLOW ME !"
"3620",1958088599,"love","sherwin","@jwpage your SMS managed to crash my phone."
"3624",1958089527,"sadness","xodaniiiiyoo","@zachsang when nina picked up my call lastnight i didnt know she was talking to me and i like totally didnt answerr"
"3628",1958090699,"worry","BisexualManiac","@TheSims3 well us Brits have to wait a few more days for it!  I thought it was all gonna released at once! I guess it's worth the wait!"
"3632",1958091187,"relief","_emmamullan_","Back from London  Now just catching up on all the tv and sleeping all day!"
"3636",1958092381,"sadness","Mizuyes","Got three shots today.   I can't lift my arms..."
"3640",1958092921,"worry","Katiebear94","Ahh I'm so confused  what can I do? I don't wanna run away but can I really handle a real relationship? What is love anyways.. False hope!"
"3644",1958093437,"fun","MissBoo1","Ive finished 4th year!!! Argh Uni is going soooooo quick"
"3648",1958094193,"sadness","missadrian","its too early  i wanna go back to sleeep"
"3652",1958094911,"happiness","ubudroi","@babyexpat commercial shoot in Tokyo. not much time to play there   quick and dirty"
"3656",1958096155,"happiness","yettezkiedoodle","I soo wanna eat McDonalds Fries"
"3660",1958096967,"sadness","lemonsareyellow","@Ste1987 Feel your pain with the hayfever - forgot to take mine yesterday, again."
"3664",1958097596,"worry","tahirakram","Thinking about someone. Now a days I think more and code less  What is it...?"
"3668",1958098112,"worry","montejon","@naomijade Heavens, not good  I can empathise. Fingers crossed it doesn't come to anything and you can sleep easy. Wishing for the best..."
"3672",1958099853,"surprise","TagAlongTess","@bronte_saurus Oh. Hrmmm in that case I have no idea. And I only just realised you're talking about THAT bike! Solly"
"3676",1958100476,"enthusiasm","BexieLady","@nzclothnappy we can all but hope... georgia is still wide awake and has the hiccups"
"3680",1958101304,"worry","catcalledjesus","Seriously, google, WTF? I don't feel online if I can't get into my inbox"
"3684",1958103103,"neutral","Angels_C","@demonicangel81 yay but u have no idea what you look like"
"3688",1958103600,"sadness","MissRascal","Tired, tired, tired.. Didn't sleep well last night..   Thought too much.. Slept not much.. Glad that it's almost weekend!"
"3692",1958104165,"happiness","JohnVeitch","I am totally knackered and back in the meeting"
"3696",1958104863,"hate","SY94","I am NOT in the mood for a long car drive"
"3700",1958106109,"neutral","kelly1783","Wish I was @ wembley"
"3704",1958107531,"sadness","_LauraJane","My friend went to New York without me and all I got was this picture of her and Will Smith  http://twitpic.com/669l2"
"3708",1958108546,"happiness","LauraLaRue","I am hungry already. Not impressed! And everybody has gone to Rubys"
"3712",1958109187,"sadness","JBnVFCLover786","@James_Phelps I was sad yesterday..1 of the guys from my fave band quit the band  and they replaced him"
"3716",1958109577,"neutral","_LauraJane","And this picture of her with Zack from Saved By The Bell  http://twitpic.com/669lg"
"3720",1958110482,"neutral","AviiS","I will get my business coursework done by today. I will. I will.. I won't."
"3724",1958111128,"worry","LesMarianne","I want 2 get my nails done today, but according 2 superstition I can't. Guess I'll have 2 wait til tomorrow then..  off 2 French!"
"3728",1958111780,"worry","Jamash","someone please tighten some bolts in my brain  :s  there are too many parts loose, some might even be missing"
"3732",1958113171,"sadness","bclovesdc","@chescaaaaaa  yeaaaahh."
"3736",1958114332,"sadness","McKerrowTweet","I had a dream that I went to Evo fest, but I didn't."
"3740",1958115102,"neutral","Misao08","leaving tomorrow"
"3744",1958115823,"boredom","Pnpy","I need something t do like hello... Im fucking bored now.  um... yeh..."
"3748",1958116760,"worry","beth_dunc","Home. Don't think i'll wake up at 5. :-p I had set an alarm for 6 in the kids' room &amp; forgot to turn it off. I feel bad about that."
"3752",1958117297,"fun","xo_Mikaela_xo","yay cheerleading when im sick. its gonna be a fun  night peoples"
"3756",1958118795,"worry","haydeee","@jesse_la ben's dreams make me so saddddddd  i want them to be togetherrr. i swear if this shit gets me bawlinggg, so help me.."
"3760",1958119384,"love","weesimon","@cjwilliams1975 @barmanandy We were in Lindos, and it absolutely ruled. Will post some pictures somewhere, some time. Back to work today"
"3764",1958119794,"worry","julierockaholic","@MYFUTURELIES No way. What about Sydney?  yeah, you guys are like the semi-older version of Short Stack. However, with the same talent."
"3768",1958120056,"surprise","halbpro","Oh. Seems the playable Joker PS3 exclusivity on Arkham Asylum is much bigger than thought."
"3772",1958120577,"happiness","amikaadeleigh","got back from the embassy; missing one paper  go again on Monday!!!good luck me!!!"
"3776",1958121021,"surprise","Jonnyapps","I thought there was more Fanta in my can than there was"
"3780",1958121814,"sadness","iamCollins","i dont like funerals"
"3784",1958122262,"neutral","pimpyouriphone","This is what I had to endure to get prizes of to my lucky winners  http://twitpic.com/669nm"
"3788",1958122909,"sadness","chochocamacho","I miss my wacom. Especially the mouse. Laptop touch pad is horrible"
"3792",1958123273,"sadness","PrincessPhoebe1","is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece"
"3796",1958124855,"neutral","SeanEKay","Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now"
"3800",1958126213,"neutral","SelenaShines","@WhoButStretch  you aint invite me"
"3804",1958126712,"hate","gangstaaadisney","hates having to be at work for six am"
"3808",1958127480,"worry","JessicaJuliana","I just had a horrible dream."
"3812",1958127867,"neutral","hopeanddreams","is missing out on the sunshine and trying to stay awake after having just 2 hours sleep"
"3816",1958128173,"hate","KatWoman17","Fed up today        No-one's available for comment"
"3820",1958128554,"worry","hemalkuntawala","@JenniferSmithCo Just checked the diary and it clashes with uSwitch.net beers"
"3824",1958131281,"worry","Potastic","No callback yet."
"3828",1958132007,"neutral","APoopeyBum","school..  i wish it would just end already!"
"3832",1958132657,"surprise","riandawson","Almost showtime in Osaka.  Our last night here in Japan  I will miss youuuu"
"3836",1958133344,"sadness","tdlucas","@ShaneSakata Hi Shane, that link doesn't seem to work"
"3840",1958134444,"worry","breadsticks","I have too much homework to do today"
"3844",1958135171,"neutral","mylivetweets","@mylivetweets where were u?  (via @evregirl) - Meetings..."
"3848",1958135352,"surprise","Veronica_F","Ugh RUDE!.."
"3852",1960121903,"sadness","uexpectme2talk","@bagginsboy oh yes. There was no feasts left"
"3856",1960122779,"worry","HeatherDales","Burnt the fuck out of my hand today."
"3860",1960123382,"worry","mau555","@edma my brain has become a converter ed. i've been converting into LM for  the past 2 yrs. every 5 mins of every single day"
"3864",1960124246,"sadness","toddwalden","RIP Robin from the Washington Park library"
"3868",1960125294,"sadness","jrkgirlnla","@KIMP19 I know...  it's already been two weeks!"
"3872",1960126096,"sadness","SloTwitch","@BrianLehrer  The ONE day I want to listen to you live and the stream is down  Enjoy you on podcast ALL the time."
"3876",1960127422,"worry","navart","Too much information"
"3880",1960128438,"worry","JulieBramman","went to Marsee-they changed the store around &amp; I felt as though I was interrupting the staff"
"3884",1960128982,"worry","ayashcliche","careless"
"3888",1960131069,"worry","lilgrownkid","The puppy is sick  and some one put they hands on my momma &gt;:-|"
"3892",1960131779,"neutral","Quaxx","@hildy77 yikes, that sucks about the TV. hopefully some animals in the wilderness between harstad and oslo are enjoying it."
"3896",1960132752,"worry","Nickyyy92","@FrankieTheSats @MollieOfficial @Rochellewiseman @Unahealy @vanessawhite Post man Pat has now been &amp; still no birthday cards from yous?!"
"3900",1960133559,"worry","Siblog","Can't seem to find the new Mountain Dew Throwback in 12 packs....only in 1 liter bottles"
"3904",1960135272,"neutral","_3_","@To_The_Moon Do you mean @mrjimbob (Jim Bob, obviously) or @chiminee (Fruitbat)? I think Jim Bob played Brixton at the weekend. Cldnt go"
"3908",1960136207,"worry","AshleyBrazzel","Long to-do list. Little desire to do it all."
"3912",1960137994,"worry","catfaulkner","There is a baby cardinal fallen out of its nest. I dont want to get attacked by the mom bird but i dont want the dog to get the bird"
"3916",1960138824,"sadness","Jamie__Bailey","today has not started out very well"
"3920",1960140442,"sadness","SadiquaP","@onlyme614 girl yes, as if having it where you CANT see it wont gross enough"
"3924",1960140664,"sadness","SarahRobinson","I forget how much I miss my tribe til I have limited access to talking to them. Spotty internet in the country so I won't be here long."
"3928",1960143456,"relief","JeremyMelloul","Just got up a half hour ago.... Ugh not much sleep"
"3932",1960144239,"neutral","sharpjes","last full day of vacation"
"3936",1960145249,"neutral","jessie_morris","@jasonbetts Poor you  Get outside and sleep in the garden, the sun will do you good. But don't forget suncream!!!"
"3940",1960146088,"worry","Shinybiscuit","@jackfaulkner Don't have time - got work later"
"3944",1960146895,"enthusiasm","fastseahorse","@FuschiaFoot sold, so i hit cash and just took the tax out of my tips. but then my drawer ended up being 5 dollars short  idk if its cause"
"3948",1960147683,"neutral","rahitom","it is on environmental studies and driving me mental"
"3952",1960149051,"happiness","tjw100","@mselliott09 hahaha thanks for clearing up the"
"3956",1960149874,"love","TizzySizzleberg","@Rockergirl75 And now she also rides giant squids...who knew! Ama hafta go now  i'll try and get on later, love to you xxx"
"3960",1960151133,"sadness","_DESiMO_","@Smileyquanta oh, is it good? I've been wanting to watch that movie but nooobody would watch it w/me"
"3964",1960151659,"worry","fastseahorse","@FuschiaFoot i didn't hit the right button or what. i wrote on the sheat tho, that i thought it was the cafe currency button. im sorry"
"3968",1960152329,"worry","steve_bug","wanted to go to white sands today. forecast says there will be thunderstorms..."
"3972",1960153335,"worry","leahjadee","@iamepiclyamazin but...he's..mine  you told me a couple of weeks ago that you didn't find any other guys hot apart from the ones you..."
"3976",1960154609,"neutral","freesoup","PRAYING FOR : RYAN SMITH &amp;&amp; MIKE FERNANDEZ"
